timestamp,platform,user,channel,intent,confidence,lang,rawMessage,cleanMessage,response
2018-6-16 14:41:30,slack,U9Q3FND6E,D9ZCG8VCM,discover-artist,1,en,"Tell me something about Beethoven","Tell me something about Beethoven",<result_card>
2018-6-16 14:41:39,slack,U9Q3FND6E,D9ZCG8VCM,discover-artist,1,en,"Tell me something about Mozart","Tell me something about Mozart",<result_card>
2018-6-16 14:47:11,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"hi","hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:47:30,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,0.949999988079071,en,"Find me the artists who wrote more arias","Find me the artists who wrote more arias",<result_card>
2018-6-16 14:47:57,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,0.8500000238418579,en,"Find me the artist who wrote more arias","Find me the artist who wrote more arias",<result_card>
2018-6-16 14:49:48,slack,U9Q3FND6E,D9ZCG8VCM,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-6-16 14:49:59,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,0.8500000238418579,en,"Find me the artist who wrote more arias","Find me the artist who wrote more arias",<result_card>
2018-6-16 14:51:04,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,0.8500000238418579,en,"Find me the artist who wrote more arias","Find me the artist who wrote more arias",<result_card>
2018-6-16 14:51:28,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,0.8500000238418579,en,"Find me the artist who wrote more arias","Find me the artist who wrote more arias",<result_card>
2018-6-16 16:18:15,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,1,en,"Find me one artist born in Paris","Find me one artist born in Paris",<result_card>
2018-6-16 16:18:36,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,1,en,"Find me one artist born in Palermo","Find me one artist born in Palermo",<result_card>
2018-6-16 16:19:08,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,0.8999999761581421,en,"Find me one artist born in Caltanissetta","Find me one artist born in Caltanissetta",<result_card>
2018-6-16 16:19:31,slack,U9Q3FND6E,D9ZCG8VCM,find-artist,0.7300000190734863,en,"Find me on artist born in sENNA","Find me on artist born in Enna",<result_card>
